Error Message,Structure String
Invalid POSCAR format,"Ag12 O4
1.0
   7.5000000000000000    0.0000000000000000    0.0000000000000000
   0.0000000000000000    7.5000000000000000    0.0000000000000000
   0.0000000000000000    0.0000000000000000    7.5000000000000000
Ag 6 O 2
6 6 2
direct
   0.2500000000000000    0.2500000000000000    0.2500000000000000 Ag
   0.7500000000000000    0.2500000000000000    0.2500000000000000 Ag
   0.2500000000000000    0.7500000000000000    0.2500000000000000 Ag
   0.7500000000000000    0.7500000000000000    0.2500000000000000 Ag
   0.2500000000000000    0.2500000000000000    0.7500000000000000 Ag
   0.7500000000000000    0.2500000000000000    0.7500000000000000 Ag
   0.2500000000000000    0.7500000000000000    0.7500000000000000 Ag
   0.7500000000000000    0.7500000000000000    0.7500000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000"
Invalid POSCAR format,"Ag6 O2
1.0
  4.0000000000000000   4.0000000000000000   4.0000000000000000
  0.0000000000000000   4.0000000000000000   4.0000000000000000
  4.0000000000000000   0.0000000000000000   4.0000000000000000
  4.0000000000000000   4.0000000000000000   0.0000000000000000
Ag Ag Ag Ag Ag Ag
6 6 6 6 6 6
direct
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.5000000000000000 Ag
  -1.4248418700000000    0.7604841200000000    0.1964053300000000 O
   0.7150615300000000    2.2116544900000000    0.4534548300000000 O"
Invalid POSCAR format,"Ag6 O2
1.0
  4.0000000000000000   4.0000000000000000   4.0000000000000000
  4.0000000000000000   0.0000000000000000   4.0000000000000000
  0.0000000000000000   4.0000000000000000   4.0000000000000000
  0.0000000000000000   0.0000000000000000   4.0000000000000000
Ag Ag Ag Ag Ag Ag
6 6 6 6 6 6
direct
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.5000000000000000 Ag
  -0.7150615300000000    2.2116544900000000    0.4534548300000000 O
   1.4248418700000000    0.7604841200000000    0.1964053300000000 O"
Invalid POSCAR format,"Ag6 O2
1.0
  4.0000000000000000   4.0000000000000000   4.0000000000000000
  4.0000000000000000   0.0000000000000000   4.0000000000000000
  0.0000000000000000   4.0000000000000000   4.0000000000000000
  0.0000000000000000   0.0000000000000000   4.0000000000000000
Ag Ag Ag Ag Ag Ag
6 6 6 6 6 6
direct
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.5000000000000000 Ag
  -1.4343538700000000    0.7811234200000000    0.3186263300000000 O
   0.6756536900000000    2.1356382800000000    0.6899233800000000 O"
Invalid POSCAR format,"Ag6 O2
1.0
  5.0000000000000000   5.0000000000000000   5.0000000000000000
  0.0000000000000000   5.0000000000000000   5.0000000000000000
  5.0000000000000000   0.0000000000000000   5.0000000000000000
  0.0000000000000000   0.0000000000000000   5.0000000000000000
Ag Ag Ag Ag Ag Ag
6 6 6 6 6 6
direct
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.5000000000000000 Ag
  -1.5707970900000000    2.1373121100000000    0.4646914400000000 O
   0.7356366700000000    2.6711068100000000    0.7451504800000000 O"
Invalid POSCAR format,"Ag6 O2
1.0
  5.0000000000000000   5.0000000000000000   5.0000000000000000
  0.0000000000000000   5.0000000000000000   5.0000000000000000
  5.0000000000000000   0.0000000000000000   5.0000000000000000
  0.0000000000000000   0.0000000000000000   5.0000000000000000
Ag Ag Ag Ag Ag Ag
6 6 6 6 6 6
direct
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.5000000000000000 Ag
  -1.5707970900000000    2.1373121100000000    0.4646914400000000 O
   0.7356366700000000    2.6711068100000000    0.7451504800000000 O"
Invalid POSCAR format,"Ag O
6 2
direct
   0.0000000000000000   -0.5000000000000000   -0.0000000000000000 Ag
   0.0000000000000000   -0.0000000000000000   -0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000   -0.0000000000000000 Ag
   0.5000000000000000    0.5000000000000000   -0.0000000000000000 Ag
   0.0000000000000000   -0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000   -0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.5000000000000000   -0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000   -0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000   -0.5000000000000000 Ag
   0.0000000000000000   -0.0000000000000000   -0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000   -0.5000000000000000 Ag
   0.0000000000000000   -0.5000000000000000   -0.0000000000000000 Ag
   0.5000000000000000   -0.0000000000000000   -0.0000000000000000 Ag
   0.0000000000000000   -0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000   -0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000   -0.0000000000000000   -0.5000000000000000 Ag
   0.0000000000000000   -0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.5000000000000000   -0.0000000000000000 Ag
   0.5000000000000000   -0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000   -0.5000000000000000   -0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000   -0.5000000000000000   -0.0000000000000000 Ag
   0.5000000000000000   -0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000   -0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000   -0.0000000000000000   -0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000   -0.5000000000000000 Ag
   0.0000000000000000   -0.0000000000000000   -0.5000000000000000 Ag
   0.0000000000000000   -0.5000000000000000   -0.5000000000000000 Ag
   0.0000000000000000   -0.0000000000000000   -0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000   -0.5000000000000000 Ag
   0.5000000000000000    0.5000000000000000   -0.0000000000000000 Ag
   0.0000000000000000    0.5000000000000000   -0.0000000000000000 Ag
   0.5000000000000000   -0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000   -0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000   -0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000   -0.0000000000000000 Ag
   0.0000000000000000   -0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000   -0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000   -0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000   -0.5000000000000000    0.5000000000000000 Ag
   0.0000000000000000   -0.0000000000000000   -0.0000000000000000 Ag
   0.0000000000000000   -0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000   -0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000   -0.5000000000000000   -0.0000000000000000 Ag
   0.5000000000000000    0.0000000000000000   -0.5000000000000000 Ag
   0.0000000000000000   -0.5000000000000000   -0.0000000000000000 Ag
   0.0000000000000000   -0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000   -0.5000000000000000 Ag
   0.5000000000000000    0.5000000000000000   -0.0000000000000000 Ag
   0.0000000000000000    0.5000000000000000   -0.0000000000000000 Ag
   0.0000000000000000   -0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000   -0.0000000000000000    0.0000000000000000 Ag
O
2
direct
   0.0000000000000000    0.0000000000000000    0.0000000000000000 O
   0.5000000000000000    0.0000000000000000    0.0000000000000000 O"
Invalid POSCAR format,"Ag O
6 2
direct
   0.0000000000000000   -0.5000000000000000   -0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000   -0.5000000000000000 Ag
   0.5000000000000000   -0.0000000000000000   -0.0000000000000000 Ag
   0.0000000000000000   -0.5000000000000000   -0.0000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.5000000000000000   -0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000   -0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000   -0.5000000000000000 Ag
   0.5000000000000000   -0.0000000000000000    0.0000000000000000 Ag
O
2
direct
   0.0000000000000000    0.0000000000000000    0.0000000000000000 O
   0.0000000000000000    0.0000000000000000    0.0000000000000000 O"
Invalid POSCAR format,"Ag O
6 2
direct
   0.5000000000000000   -0.5000000000000000   -0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000   -0.5000000000000000 Ag
   0.0000000000000000   -0.5000000000000000    0.5000000000000000 Ag
   0.5000000000000000   -0.5000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000   -0.5000000000000000   -0.0000000000000000 Ag
O
2
direct
   0.0000000000000000    0.0000000000000000    0.0000000000000000 O
   0.5000000000000000   -0.5000000000000000    0.0000000000000000 O"
Invalid POSCAR format,"Ag O
6 2
direct
   0.0000000000000000   -0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000   -0.0000000000000000 Ag
   0.0000000000000000   -0.0000000000000000   -0.0000000000000000 Ag
   0.0000000000000000   -0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000   -0.0000000000000000 Ag
O
2
direct
   0.5000000000000000    0.5000000000000000    0.5000000000000000 O
   0.0000000000000000    0.0000000000000000    0.0000000000000000 O"
Invalid POSCAR format,"Ag O
6 2
direct
   0.5000000000000000   -0.5000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000   -0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000   -0.5000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000   -0.5000000000000000 Ag
   0.5000000000000000   -0.5000000000000000    0.0000000000000000 Ag
   0.5000000000000000   -0.5000000000000000   -0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 O
   0.5000000000000000    0.5000000000000000    0.0000000000000000 O"
Invalid POSCAR format,"Ag1 O1
2.0
  0.0000000000000000  0.0000000000000000  0.0000000000000000
  0.5000000000000000  0.5000000000000000  0.5000000000000000
  0.0000000000000000  0.5000000000000000  0.0000000000000000
Ag Ag Ag Ag Ag Ag
6 6 6 6 6 6
primitive
   0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
   0.4999999999999999  0.4999999999999999  0.4999999999999999 Ag
   0.4999999999999999  0.0000000000000000  0.4999999999999999 Ag
   0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
   0.5000000000000000  0.5000000000000000  0.5000000000000000 Ag
   0.0000000000000000  0.5000000000000000  0.0000000000000000 Ag

  0.0000000000000000  0.0000000000000000  0.0000000000000000 O
  0.5000000000000000  0.5000000000000000  0.5000000000000000 O"
Invalid POSCAR format,"Ag1 O1
2.0
  0.0000000000000000  0.0000000000000000  0.0000000000000000
  0.5000000000000000  0.5000000000000000  0.5000000000000000
Ag Ag Ag Ag Ag Ag
6 6 6 6 6 6
primitive
   0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
   0.4999999999999999  0.4999999999999999  0.4999999999999999 Ag
   0.4999999999999999  0.0000000000000000  0.4999999999999999 Ag
   0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
   0.5000000000000000  0.5000000000000000  0.5000000000000000 Ag
   0.0000000000000000  0.5000000000000000  0.0000000000000000 Ag

  0.0000000000000000  0.0000000000000000  0.0000000000000000 O
  0.5000000000000000  0.0000000000000000  0.5000000000000000 O"
Invalid POSCAR format,"Ag1 O1
2.0
  0.0  0.0  0.0
  0.5  0.5  0.5
Ag Ag Ag Ag Ag Ag
6 6 6 6 6 6
primitive
   0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
   0.4999999999999999  0.4999999999999999  0.4999999999999999 Ag
   0.4999999999999999  0.0000000000000000  0.4999999999999999 Ag
   0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
   0.5000000000000000  0.5000000000000000  0.5000000000000000 Ag
   0.0000000000000000  0.5000000000000000  0.0000000000000000 Ag

  0.0  0.0  0.0 O
  0.5  0.5  0.5 O"
Invalid POSCAR format,"Ag1 O1
2.0
  0.0  0.0  0.0
  0.5  0.5  0.5
Ag Ag Ag Ag Ag Ag
6 6 6 6 6 6
primitive
   0.0  0.0  0.0 Ag
   0.5  0.5  0.5 Ag
   0.5  0.0  0.0 Ag
   0.0  0.0  0.0 Ag
   0.5  0.5  0.5 Ag
   0.0  0.5  0.5 Ag

  0.0  0.0  0.0 O
  0.5  0.5  0.5 O"
Invalid POSCAR format,"Ag1 O1
2.0
  0.0  0.0  0.0
  1.0  0.0  0.0
  0.0  1.0  0.0
Ag Ag Ag Ag Ag Ag
6 6 6 6 6 6
primitive
   0.0  0.0  0.0 Ag
   0.5  0.0  0.5 Ag
   0.5  0.5  0.0 Ag
   0.0  0.5  0.0 Ag
   0.5  0.0  0.5 Ag
   0.0  0.0  0.0 Ag

  0.0  0.0  0.0 O
  1.0  0.0  0.0 O"
Invalid POSCAR format,"Ag  0.0000000000000000  0.0000000000000000  0.0000000000000000
 1.4142135620000000  1.4142135620000000  1.4142135620000000
Ag  1.4142135620000000  1.4142135620000000  1.4142135620000000
Ag  0.0000000000000000  0.0000000000000000  0.0000000000000000
Ag  0.0000000000000000  1.4142135620000000  1.4142135620000000
Ag  1.4142135620000000  0.0000000000000000  1.4142135620000000
O   0.0000000000000000  1.4142135620000000 -1.4142135620000000
O  -1.4142135620000000  0.0000000000000000 -1.4142135620000000"
Invalid POSCAR format,"Ag  0.0000000000000000  0.0000000000000000  0.0000000000000000
 1.0000000000000000  1.0000000000000000  1.0000000000000000
O   0.5000000000000000  0.5000000000000000  0.0000000000000000
Ag  0.0000000000000000  0.5000000000000000  0.5000000000000000
Ag  0.5000000000000000  0.0000000000000000  0.5000000000000000
Ag  0.5000000000000000  0.5000000000000000  0.0000000000000000
Ag  0.0000000000000000  0.0000000000000000  0.0000000000000000
O   0.0000000000000000  0.5000000000000000  0.5000000000000000
O   0.5000000000000000  0.0000000000000000  0.5000000000000000"
Invalid POSCAR format,"Ag  0.0000000000000000  0.0000000000000000  0.0000000000000000
 1.0000000000000000  0.0000000000000000  1.7320508075688772
O   0.5000000000000000  0.5000000000000000  0.0000000000000000
Ag  0.0000000000000000  0.0000000000000000  1.7320508075688772
Ag  0.0000000000000000  1.0000000000000000  0.0000000000000000
O   0.5000000000000000  0.0000000000000000  0.0000000000000000
Ag  0.0000000000000000  0.5000000000000000  1.7320508075688772
Ag  1.0000000000000000  0.0000000000000000  0.0000000000000000
O   0.0000000000000000  1.0000000000000000  0.0000000000000000
Ag  0.5000000000000000  0.5000000000000000  0.0000000000000000
O   0.5000000000000000  0.0000000000000000  0.0000000000000000"
Invalid POSCAR format,"Ag  0.0000000000000000  0.0000000000000000  0.0000000000000000
 1.0000000000000000  1.0000000000000000  0.0000000000000000
Ag  0.5000000000000000  0.0000000000000000  1.0000000000000000
Ag  0.0000000000000000  1.0000000000000000  1.0000000000000000
O   0.5000000000000000  0.5000000000000000  0.0000000000000000
O   0.0000000000000000  0.5000000000000000  0.0000000000000000
Ag  0.0000000000000000  0.0000000000000000  1.0000000000000000
O   0.0000000000000000  0.0000000000000000  0.0000000000000000
Ag  0.5000000000000000  0.5000000000000000  0.0000000000000000
O   0.5000000000000000  0.5000000000000000  0.0000000000000000
Ag  0.0000000000000000  1.0000000000000000  1.0000000000000000
O   0.0000000000000000  0.0000000000000000  0.0000000000000000"
Invalid POSCAR format,"Ag  0.0000000000000000  0.0000000000000000  0.0000000000000000
 1.0000000000000000  1.0000000000000000  1.0000000000000000
O   0.5000000000000000  0.5000000000000000  0.5000000000000000
Ag  0.0000000000000000  0.0000000000000000  0.0000000000000000
Ag  0.5000000000000000  0.5000000000000000  0.0000000000000000
Ag  0.5000000000000000  0.0000000000000000  0.5000000000000000
Ag  0.0000000000000000  0.5000000000000000  0.5000000000000000
O   0.5000000000000000  0.0000000000000000  0.0000000000000000
O   0.5000000000000000  0.5000000000000000  0.5000000000000000"
Invalid POSCAR format,"6.0
P2/m C2h1
  1.5000000000000000  0.0000000000000000  0.0000000000000000  0.0000000000000000
  0.0000000000000000  1.5000000000000000  0.0000000000000000  0.0000000000000000
  0.0000000000000000  0.0000000000000000  1.5000000000000000  0.0000000000000000
O 6 2
24 12 12 12 12 12 12 12 12 12 12 12
P 1 3 5 7 9 11
  0.7500000000000000  0.7500000000000000  0.7500000000000000 O
  0.2500000000000000  0.2500000000000000  0.2500000000000000 O
  0.0000000000000000  0.5000000000000000  0.5000000000000000 Ag
  0.5000000000000000  0.0000000000000000  0.0000000000000000 Ag
  0.5000000000000000  1.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  0.0000000000000000  1.0000000000000000 Ag
  1.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  0.0000000000000000  0.0000000000000000 Ag
  1.0000000000000000  0.0000000000000000  1.0000000000000000 Ag
  0.0000000000000000  1.0000000000000000  0.0000000000000000 Ag
  1.0000000000000000  1.0000000000000000  0.0000000000000000 Ag
  0.0000000000000000  1.0000000000000000  1.0000000000000000 Ag"
Invalid POSCAR format,"5.0
Pm1 2/m 1
  5.2351146715936094  0.0000000000000000  0.0000000000000000  0.0000000000000000
  0.0000000000000000  5.2351146715936094  0.0000000000000000  0.0000000000000000
  0.0000000000000000  0.0000000000000000  5.2351146715936094  0.0000000000000000
O 3 1
12 12 12
P 1 2 3
  2.6001943806709139  2.6001943806709139  2.6001943806709139 O
  2.1783301447165175  1.6174416013061422  1.6174416013061422 O
  2.4002822193842477  2.4002822193842477  4.6900682911882381 Ag
  2.3424152038850353  2.9095985517473486  4.6948795084349354 Ag
  1.9176951239848122  3.2370838228394414  4.6381297362043657 Ag
  2.5172606105980495  2.2177991618191667  0.5199934304139885 Ag
  2.4915153124873888  2.4280406670256284  4.7023367364399768 Ag
  1.9547184972827684  2.9885280253391684  4.6316920715014603 Ag
  1.4172979327745803  1.9622978008933797  4.7374185028009298 Ag"
